time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation
2025-07-10 16:00:00,112.5,34.1,301.0,6.0,16.7,85.0,91,31.6,69,12.7,0.0
2025-07-10 17:00:00,130.4,37.8,326.0,8.7,17.2,73.0,91,31.1,71,11.0,0.0
2025-07-10 18:00:00,128.1,37.5,339.0,14.6,17.2,61.0,91,30.6,74,11.7,0.0
2025-07-10 19:00:00,123.4,36.9,346.0,22.7,17.2,44.0,92,30.1,77,11.1,0.0
2025-07-10 20:00:00,108.5,37.6,349.0,28.8,16.9,31.0,92,29.7,78,10.0,0.0
2025-07-10 21:00:00,101.3,37.3,353.0,31.2,16.0,26.0,93,29.7,78,8.6,0.0
2025-07-10 22:00:00,95.5,36.8,353.0,31.6,14.8,25.0,93,29.7,78,7.8,0.0
2025-07-10 23:00:00,89.2,36.0,336.0,30.8,13.6,25.0,93,29.6,79,8.3,0.0
2025-07-11 00:00:00,81.5,34.5,287.0,28.8,12.4,26.0,93,29.4,80,8.6,0.0
2025-07-11 01:00:00,73.6,31.9,220.0,25.6,11.1,28.0,93,29.3,80,9.5,0.0
2025-07-11 02:00:00,67.1,29.4,171.0,22.6,10.2,30.0,94,29.2,80,9.8,0.0
2025-07-11 03:00:00,61.0,27.1,146.0,20.2,9.5,31.0,94,28.9,82,9.7,0.1
2025-07-11 04:00:00,56.8,25.1,139.0,18.0,9.0,33.0,94,28.4,87,9.8,0.1
2025-07-11 05:00:00,55.8,24.2,159.0,15.7,9.8,36.0,94,28.3,88,8.1,0.0
2025-07-11 06:00:00,53.7,24.0,235.0,15.5,12.6,39.0,94,28.7,88,6.1,0.0
2025-07-11 07:00:00,66.8,26.4,339.0,15.2,16.4,43.0,93,29.1,86,4.9,0.0
2025-07-11 08:00:00,75.7,26.9,401.0,14.3,19.3,49.0,93,30.0,80,4.9,0.0
2025-07-11 09:00:00,87.3,27.5,380.0,12.3,20.6,57.0,93,31.1,73,6.3,0.0
2025-07-11 10:00:00,100.1,29.5,317.0,9.8,21.1,68.0,93,32.2,67,8.5,0.0
2025-07-11 11:00:00,105.2,31.2,267.0,7.7,21.0,76.0,93,32.8,64,10.3,0.0
2025-07-11 12:00:00,104.8,33.1,251.0,6.4,20.3,82.0,93,32.5,66,13.6,0.0
2025-07-11 13:00:00,99.7,32.9,248.0,5.7,19.1,87.0,93,32.4,67,15.7,0.0
2025-07-11 14:00:00,93.8,31.5,251.0,5.5,17.9,89.0,93,32.3,66,15.6,0.0
2025-07-11 15:00:00,91.7,29.8,260.0,5.7,16.9,86.0,92,32.1,66,16.0,0.0
2025-07-11 16:00:00,85.2,27.4,274.0,6.4,16.1,80.0,92,31.9,67,15.9,0.0
2025-07-11 17:00:00,93.1,30.2,283.0,8.3,15.8,73.0,91,31.3,69,15.7,0.0
2025-07-11 18:00:00,82.7,26.8,283.0,12.1,15.5,63.0,90,30.9,72,13.1,0.0
2025-07-11 19:00:00,74.0,24.7,279.0,17.4,15.0,49.0,90,30.2,76,11.5,0.0
2025-07-11 20:00:00,62.4,24.1,272.0,21.6,14.5,38.0,88,30.0,77,12.2,0.0
2025-07-11 21:00:00,60.1,24.4,264.0,24.0,14.1,33.0,87,29.8,78,12.9,0.0
2025-07-11 22:00:00,58.3,24.5,254.0,25.4,13.7,32.0,86,29.7,79,13.4,0.0
2025-07-11 23:00:00,56.8,24.6,237.0,25.2,13.1,32.0,85,29.4,81,13.6,0.0
2025-07-12 00:00:00,56.2,24.3,207.0,22.7,12.0,34.0,84,29.1,84,14.5,0.0
2025-07-12 01:00:00,55.1,23.3,170.0,18.6,10.6,38.0,83,28.9,85,15.1,0.0
2025-07-12 02:00:00,54.8,22.6,145.0,15.1,9.5,42.0,82,28.9,84,14.4,0.0
2025-07-12 03:00:00,54.4,22.0,134.0,12.5,8.6,44.0,82,28.8,85,13.9,0.0
2025-07-12 04:00:00,53.9,21.7,134.0,10.5,7.9,46.0,81,28.7,85,14.8,0.0
2025-07-12 05:00:00,60.1,22.6,153.0,10.2,8.1,48.0,81,28.6,85,14.7,0.0
2025-07-12 06:00:00,65.4,23.8,210.0,11.0,9.7,49.0,81,28.5,83,15.0,0.0
2025-07-12 07:00:00,71.9,25.7,285.0,12.0,11.9,51.0,81,28.7,80,14.5,0.0
2025-07-12 08:00:00,78.7,26.2,330.0,12.2,13.8,55.0,81,29.3,77,15.6,0.0
2025-07-12 09:00:00,90.1,28.3,314.0,10.9,15.1,62.0,81,29.9,75,16.3,0.0
2025-07-12 10:00:00,98.5,30.3,268.0,8.7,16.2,71.0,81,30.3,73,16.5,0.0
2025-07-12 11:00:00,98.3,30.3,233.0,7.0,16.6,77.0,81,31.5,68,16.0,0.0
2025-07-12 12:00:00,97.1,29.7,224.0,6.0,16.1,80.0,81,31.8,68,16.3,0.0
2025-07-12 13:00:00,95.2,28.7,225.0,5.4,15.1,81.0,80,32.1,67,16.5,0.0
2025-07-12 14:00:00,92.4,27.7,232.0,5.4,14.2,80.0,80,32.2,66,17.9,0.0
2025-07-12 15:00:00,83.6,25.6,248.0,5.8,13.8,75.0,80,32.2,65,18.6,0.0
2025-07-12 16:00:00,79.2,24.4,270.0,6.7,13.6,68.0,79,31.9,67,19.5,0.0
2025-07-12 17:00:00,96.6,29.6,283.0,8.7,15.9,72.0,79,31.4,69,17.3,0.0
2025-07-12 18:00:00,87.1,27.2,277.0,13.5,15.6,61.0,79,30.9,72,17.6,0.0
2025-07-12 19:00:00,75.7,25.0,261.0,19.9,15.1,46.0,79,30.4,74,16.4,0.0
2025-07-12 20:00:00,62.4,24.2,249.0,23.9,14.3,36.0,79,29.9,77,15.8,0.0
2025-07-12 21:00:00,57.3,23.5,248.0,23.1,13.0,35.0,79,29.5,80,17.6,0.0
2025-07-12 22:00:00,55.1,22.5,251.0,19.9,11.5,38.0,79,29.3,81,14.5,0.0
2025-07-12 23:00:00,53.8,22.1,243.0,16.6,10.2,42.0,79,29.7,80,11.7,0.0
2025-07-14 00:00:00,64.3,22.1,199.0,11.9,9.0,49.0,77,29.6,77,20.1,0.0
2025-07-14 01:00:00,65.2,21.6,172.0,9.8,8.5,51.0,77,29.5,78,20.3,0.0
2025-07-14 02:00:00,65.7,21.1,152.0,8.1,8.1,53.0,77,29.1,81,20.1,0.0
2025-07-14 03:00:00,64.7,20.6,138.0,7.0,7.8,54.0,77,28.8,83,19.4,0.0
2025-07-14 04:00:00,64.0,20.3,130.0,6.4,7.7,54.0,77,28.8,83,20.2,0.0
2025-07-14 05:00:00,61.7,20.0,140.0,6.5,8.1,55.0,77,29.0,83,20.1,0.0
2025-07-14 06:00:00,59.3,19.5,185.0,7.6,8.9,55.0,77,28.8,84,20.8,0.0
2025-07-14 07:00:00,63.8,20.4,248.0,9.1,10.1,56.0,77,28.8,84,20.5,0.0
2025-07-14 08:00:00,73.3,21.8,286.0,9.6,11.1,59.0,77,29.2,82,20.5,0.0
2025-07-14 09:00:00,85.2,24.2,273.0,8.3,11.8,66.0,77,29.8,79,21.5,0.0
2025-07-14 10:00:00,89.4,25.1,235.0,6.1,12.4,76.0,77,30.4,77,22.4,0.0
2025-07-14 11:00:00,101.5,27.7,207.0,4.4,12.9,84.0,77,31.2,75,22.9,0.0
2025-07-14 12:00:00,112.2,29.5,203.0,3.6,13.2,91.0,77,31.6,73,22.9,0.0
2025-07-14 13:00:00,124.3,31.3,209.0,3.3,13.4,96.0,77,31.9,73,22.7,0.0
2025-07-14 14:00:00,139.7,33.5,220.0,3.5,13.5,97.0,77,32.0,72,23.7,0.0
2025-07-14 15:00:00,126.2,32.1,240.0,4.1,13.4,92.0,78,31.8,73,25.0,0.0
2025-07-14 16:00:00,114.3,30.4,266.0,5.2,13.1,83.0,78,31.3,74,26.0,0.0
2025-07-14 17:00:00,111.1,31.1,280.0,7.4,14.9,78.0,78,30.8,76,25.7,0.0
2025-07-14 18:00:00,100.6,29.1,270.0,10.7,14.3,68.0,78,30.3,78,23.2,0.0
2025-07-14 19:00:00,92.2,27.6,248.0,15.3,13.3,55.0,79,29.8,80,21.3,0.0
2025-07-14 20:00:00,73.3,25.6,234.0,18.3,12.4,45.0,79,29.3,82,21.6,0.0
2025-07-14 21:00:00,68.2,24.3,240.0,18.4,11.4,43.0,78,29.1,83,20.9,0.0
2025-07-14 22:00:00,65.0,23.3,252.0,16.9,10.4,45.0,78,29.1,81,19.1,0.0
2025-07-14 23:00:00,63.6,22.9,253.0,15.4,9.6,47.0,78,29.2,81,13.8,0.0
2025-07-15 00:00:00,64.3,23.4,229.0,14.3,9.3,47.0,78,29.2,81,14.5,0.0
2025-07-15 01:00:00,61.2,23.1,192.0,13.2,9.2,47.0,78,29.1,82,14.8,0.0
2025-07-15 02:00:00,58.9,22.4,163.0,12.1,9.1,47.0,78,28.9,83,15.9,0.0
2025-07-15 03:00:00,58.0,21.9,142.0,10.6,8.6,47.0,78,28.7,84,15.8,0.0
2025-07-15 04:00:00,57.0,21.5,128.0,9.1,8.1,48.0,79,28.7,84,14.8,0.0
2025-07-15 05:00:00,60.8,22.2,137.0,9.4,8.9,47.0,79,28.8,81,13.1,0.0
2025-07-15 06:00:00,63.8,23.3,192.0,10.4,10.7,48.0,79,28.8,82,12.1,0.0
2025-07-15 07:00:00,75.7,26.7,269.0,11.6,13.3,51.0,79,29.0,81,12.7,0.0
2025-07-15 08:00:00,92.4,29.3,316.0,11.8,15.4,56.0,80,29.4,79,14.0,0.0
2025-07-15 09:00:00,103.4,31.7,301.0,10.0,16.7,67.0,80,29.8,78,15.4,0.0
2025-07-15 10:00:00,106.6,33.8,255.0,7.2,17.6,82.0,81,30.4,74,16.3,0.0
2025-07-15 11:00:00,109.4,36.2,221.0,5.0,17.9,92.0,82,31.2,69,15.0,0.0
2025-07-15 12:00:00,108.7,37.5,217.0,4.1,17.2,96.0,83,32.0,66,15.5,0.0
2025-07-15 13:00:00,102.2,36.0,226.0,3.8,16.0,96.0,83,32.4,65,17.7,0.0
2025-07-15 14:00:00,95.5,33.4,237.0,4.3,15.1,93.0,84,32.3,65,19.5,0.0
2025-07-15 15:00:00,90.8,31.1,251.0,5.5,15.2,86.0,84,31.8,69,20.9,0.0
2025-07-15 16:00:00,85.7,28.8,268.0,7.5,15.7,75.0,84,31.4,71,22.1,0.0
2025-07-15 17:00:00,101.7,34.6,278.0,10.1,15.7,64.0,84,31.1,71,21.4,0.0
2025-07-15 18:00:00,95.9,33.3,275.0,13.9,15.4,56.0,84,30.4,75,20.7,0.0
2025-07-15 19:00:00,91.3,32.7,266.0,19.0,14.8,45.0,84,29.7,78,18.4,0.0
2025-07-15 20:00:00,75.7,31.2,259.0,22.4,14.1,37.0,85,29.5,78,14.5,0.0
2025-07-15 21:00:00,71.7,30.3,263.0,22.6,13.0,35.0,85,29.6,77,14.1,0.0
2025-07-15 22:00:00,69.6,29.4,270.0,21.1,11.7,37.0,86,29.4,79,17.0,0.0
2025-07-15 23:00:00,69.2,29.1,265.0,19.2,10.6,39.0,86,29.4,82,16.3,0.0
2025-07-16 00:00:00,70.1,29.2,235.0,17.3,10.0,41.0,87,29.3,82,15.1,0.0
2025-07-16 01:00:00,69.8,28.3,192.0,15.0,9.7,42.0,87,29.2,83,13.4,0.0
2025-07-16 02:00:00,68.2,27.3,161.0,13.1,9.5,44.0,88,29.2,83,12.9,0.0
2025-07-16 03:00:00,66.1,26.4,147.0,11.5,9.2,45.0,88,29.1,83,13.6,0.0
2025-07-16 04:00:00,64.5,25.6,146.0,10.3,9.0,46.0,89,29.0,83,14.1,0.0
2025-07-16 05:00:00,62.9,25.0,164.0,9.8,9.9,47.0,89,29.1,82,12.9,0.0
2025-07-16 06:00:00,64.7,25.6,221.0,10.1,11.4,49.0,89,28.9,83,11.7,0.0
2025-07-16 07:00:00,79.9,28.3,298.0,10.5,13.4,53.0,89,29.1,83,11.4,0.0
2025-07-16 08:00:00,78.7,27.1,345.0,10.2,14.9,58.0,90,29.5,80,13.3,0.0
2025-07-16 09:00:00,90.1,29.3,332.0,8.8,15.4,66.0,89,30.1,77,14.4,0.0
2025-07-16 10:00:00,82.4,27.1,288.0,6.7,15.3,77.0,89,30.8,74,15.6,0.0
2025-07-16 11:00:00,79.9,26.6,252.0,5.1,14.9,84.0,89,31.3,70,16.2,0.0
2025-07-16 12:00:00,75.9,25.9,236.0,4.1,14.2,87.0,88,31.5,70,18.4,0.0
2025-07-16 13:00:00,72.6,25.4,227.0,3.6,13.2,87.0,87,31.9,66,19.1,0.0
2025-07-16 14:00:00,70.5,24.9,226.0,3.5,12.4,85.0,86,32.2,64,19.9,0.0
2025-07-16 15:00:00,69.2,24.1,238.0,3.9,12.1,80.0,85,32.1,65,22.2,0.0
2025-07-16 16:00:00,66.8,23.3,258.0,4.7,11.9,72.0,84,31.5,68,22.8,0.0
2025-07-16 17:00:00,81.3,28.2,272.0,6.6,12.1,64.0,84,31.0,72,21.9,0.0
2025-07-16 18:00:00,83.8,29.2,276.0,10.7,12.6,56.0,83,30.5,71,20.2,0.0
2025-07-16 19:00:00,82.0,30.2,274.0,16.4,13.3,45.0,83,30.4,70,17.5,0.0
2025-07-16 20:00:00,73.6,30.6,270.0,21.0,13.8,36.0,83,30.1,72,16.1,0.0
2025-07-16 21:00:00,75.2,32.2,266.0,24.0,14.0,31.0,83,29.5,77,16.1,0.0
2025-07-16 22:00:00,78.5,34.0,259.0,25.9,13.9,29.0,83,29.3,80,14.2,0.0
2025-07-16 23:00:00,80.6,34.8,246.0,26.1,13.5,29.0,83,29.8,77,13.6,0.0
2025-07-17 00:00:00,78.2,33.6,220.0,23.5,12.5,31.0,84,29.5,78,15.7,0.0
2025-07-17 01:00:00,75.2,31.8,189.0,19.2,11.1,36.0,84,29.4,79,15.0,0.0
2025-07-17 02:00:00,72.4,29.9,166.0,15.7,10.0,39.0,84,29.2,79,14.1,0.0
2025-07-17 03:00:00,70.8,28.5,154.0,13.8,9.2,39.0,85,29.1,79,13.0,0.0
2025-07-17 04:00:00,68.5,27.4,151.0,12.6,8.7,39.0,85,29.0,78,11.6,0.0
2025-07-17 05:00:00,66.1,26.1,168.0,10.3,8.5,42.0,85,29.4,78,9.7,0.0
2025-07-17 06:00:00,66.1,26.5,228.0,10.8,10.5,44.0,85,29.3,80,9.3,0.0
2025-07-17 07:00:00,83.4,30.0,308.0,11.4,13.2,48.0,85,29.6,79,10.8,0.0
2025-07-17 08:00:00,91.7,31.2,354.0,11.4,15.2,52.0,85,30.1,75,14.3,0.0
2025-07-17 09:00:00,88.9,30.3,332.0,10.1,15.9,57.0,86,30.6,72,14.8,0.0
2025-07-17 10:00:00,88.5,29.4,276.0,8.1,15.9,64.0,86,31.2,70,15.8,0.0
2025-07-17 11:00:00,87.1,29.0,233.0,6.4,15.8,70.0,86,32.1,66,12.3,0.0
2025-07-17 12:00:00,81.3,28.2,223.0,5.3,15.6,77.0,86,32.3,66,14.5,0.0
2025-07-17 13:00:00,82.4,28.2,226.0,4.4,15.2,85.0,86,32.2,67,16.3,0.0
2025-07-17 14:00:00,79.6,27.5,234.0,4.1,14.9,88.0,87,32.3,68,18.9,0.0
2025-07-17 15:00:00,75.0,26.7,247.0,4.4,14.6,85.0,87,32.0,68,20.6,0.0
2025-07-17 16:00:00,73.6,25.8,265.0,5.2,14.3,79.0,87,31.7,69,22.2,0.0
2025-07-17 17:00:00,83.8,28.5,281.0,6.8,14.9,73.0,87,31.4,71,21.8,0.0
2025-07-17 18:00:00,79.9,27.3,293.0,9.2,15.4,64.0,87,30.8,74,20.8,0.0
2025-07-17 19:00:00,74.5,26.4,302.0,12.5,16.1,52.0,87,30.3,75,17.5,0.0
2025-07-17 20:00:00,71.7,26.4,309.0,15.2,16.5,42.0,87,30.0,77,16.7,0.0
2025-07-17 21:00:00,69.4,26.1,318.0,16.6,16.5,38.0,86,29.8,78,15.6,0.0
2025-07-17 22:00:00,64.7,25.7,324.0,17.3,16.2,37.0,86,29.7,78,14.8,0.0
2025-07-17 23:00:00,60.3,25.3,316.0,17.4,15.4,37.0,85,29.8,78,13.5,0.0
2025-07-18 00:00:00,56.7,24.6,279.0,16.6,13.8,37.0,84,29.7,78,13.2,0.0
2025-07-18 01:00:00,54.0,23.8,228.0,15.1,11.9,38.0,84,29.5,79,13.7,0.0
2025-07-18 02:00:00,52.3,23.4,189.0,14.0,10.4,38.0,83,29.1,82,13.3,0.0
2025-07-18 03:00:00,51.0,23.1,169.0,13.6,9.6,37.0,82,29.0,83,12.0,0.0
2025-07-18 04:00:00,48.4,22.5,162.0,13.5,9.4,35.0,82,28.9,81,10.5,0.0
2025-07-18 05:00:00,53.4,24.8,177.0,16.0,11.4,31.0,81,29.1,83,8.7,0.0
2025-07-18 06:00:00,56.8,25.3,235.0,14.7,13.9,36.0,81,29.0,83,8.4,0.0
2025-07-18 07:00:00,65.7,26.2,315.0,12.8,17.2,42.0,81,29.3,82,10.5,0.0
2025-07-18 08:00:00,66.8,25.3,360.0,10.9,19.3,50.0,81,29.7,78,14.6,0.0
2025-07-18 09:00:00,70.5,25.7,336.0,8.8,18.8,60.0,80,30.1,77,15.9,0.0
2025-07-18 10:00:00,73.6,26.4,277.0,6.6,16.9,71.0,80,30.9,71,16.2,0.0
2025-07-18 11:00:00,77.8,27.2,233.0,5.0,15.5,79.0,80,32.0,68,15.2,0.0
2025-07-18 12:00:00,83.1,28.5,222.0,4.5,15.3,83.0,79,32.5,65,15.5,0.0
2025-07-18 13:00:00,87.1,29.6,225.0,4.6,15.5,84.0,79,32.9,64,16.8,0.0
2025-07-18 14:00:00,87.1,30.3,233.0,4.9,15.7,83.0,80,32.9,64,19.4,0.0
2025-07-18 15:00:00,83.8,29.8,248.0,5.2,15.8,81.0,80,32.6,66,21.3,0.0
2025-07-18 16:00:00,81.0,28.8,269.0,5.8,15.9,78.0,80,32.2,68,22.0,0.0
2025-07-18 17:00:00,84.8,30.5,284.0,7.1,17.3,82.0,80,31.7,69,22.1,0.0
2025-07-18 18:00:00,80.1,27.6,289.0,9.5,16.4,71.0,81,31.0,72,21.0,0.0
2025-07-18 19:00:00,73.1,25.1,288.0,12.7,15.1,55.0,81,30.3,77,19.2,0.0
2025-07-18 20:00:00,66.8,23.9,278.0,14.6,14.0,44.0,80,29.7,82,16.9,0.0
2025-07-18 21:00:00,66.6,23.7,254.0,14.1,13.4,42.0,80,29.4,84,16.9,0.0
2025-07-18 22:00:00,68.0,24.2,222.0,12.3,13.0,44.0,80,29.1,85,16.3,0.0
2025-07-18 23:00:00,64.5,23.9,193.0,10.6,12.3,46.0,80,29.2,84,16.7,0.0
2025-07-19 00:00:00,60.8,23.5,172.0,9.5,11.1,47.0,80,29.0,83,17.5,0.0
2025-07-19 01:00:00,50.8,21.0,154.0,8.5,9.6,47.0,80,28.9,83,16.4,0.0
2025-07-19 02:00:00,46.9,20.0,140.0,7.8,8.6,47.0,79,28.8,85,16.9,0.0
2025-07-19 03:00:00,48.4,20.3,125.0,7.3,8.2,46.0,79,28.6,85,17.4,0.0
2025-07-19 04:00:00,45.8,19.9,115.0,7.0,8.2,46.0,79,28.5,86,18.7,0.0
2025-07-19 05:00:00,52.2,21.2,125.0,7.2,10.3,47.0,79,28.5,85,17.6,0.0
2025-07-19 06:00:00,55.4,21.5,176.0,8.2,11.0,47.0,78,28.5,83,18.4,0.0
2025-07-19 07:00:00,58.0,22.2,248.0,9.4,12.0,47.0,78,28.6,82,19.1,0.0
2025-07-19 08:00:00,63.6,23.9,291.0,9.8,13.0,50.0,78,29.0,78,19.1,0.0
2025-07-19 09:00:00,78.9,27.8,276.0,8.5,14.0,60.0,78,29.6,75,19.9,0.0
2025-07-19 10:00:00,80.6,28.2,232.0,6.4,15.0,73.0,78,30.2,73,20.2,0.0
2025-07-19 11:00:00,88.9,30.6,199.0,4.9,15.7,82.0,78,31.1,69,21.6,0.0
2025-07-19 12:00:00,92.0,31.9,191.0,4.5,15.9,85.0,78,31.4,68,21.5,0.0
2025-07-19 13:00:00,88.9,31.4,194.0,4.6,15.8,84.0,78,31.6,68,21.7,0.0
2025-07-19 14:00:00,82.4,29.7,204.0,5.3,15.5,80.0,79,31.7,67,24.3,0.0
2025-07-19 15:00:00,77.5,27.8,228.0,6.7,15.1,72.0,79,31.6,68,24.8,0.0
2025-07-19 16:00:00,72.9,26.4,259.0,8.7,14.6,61.0,78,31.2,70,26.9,0.0
2025-07-19 17:00:00,72.2,26.4,277.0,10.1,15.6,55.0,78,31.2,72,23.8,0.0
2025-07-19 18:00:00,68.9,25.8,272.0,11.1,14.7,52.0,78,30.8,73,22.9,0.0
2025-07-19 19:00:00,66.1,25.5,253.0,12.4,13.4,49.0,78,30.5,75,22.8,0.0
2025-07-19 20:00:00,65.4,25.4,234.0,13.1,12.3,46.0,78,29.9,79,22.4,0.0
2025-07-19 21:00:00,57.7,24.0,217.0,12.6,11.7,46.0,78,29.4,82,23.4,0.0
2025-07-19 22:00:00,57.9,23.5,200.0,11.5,11.3,47.0,78,29.2,83,19.7,0.0
2025-07-19 23:00:00,55.3,23.1,184.0,10.5,10.9,48.0,78,29.3,82,16.4,0.0
2025-07-20 00:00:00,58.0,24.3,171.0,9.9,10.3,48.0,78,29.3,81,16.5,0.0
2025-07-20 01:00:00,55.6,23.7,159.0,9.5,9.7,47.0,78,29.3,81,14.5,0.0
2025-07-20 02:00:00,51.5,22.3,151.0,9.1,9.1,46.0,78,29.2,81,14.9,0.0
2025-07-20 03:00:00,48.3,21.1,139.0,8.4,8.4,46.0,78,29.2,81,16.5,0.0
2025-07-20 04:00:00,49.1,20.8,130.0,7.7,7.9,45.0,78,29.2,81,17.5,0.0
2025-07-20 05:00:00,43.0,19.3,146.0,9.0,8.6,43.0,78,29.3,81,17.1,0.0
2025-07-20 06:00:00,46.0,19.8,217.0,9.7,9.4,44.0,78,29.3,81,16.2,0.0
2025-07-20 07:00:00,55.4,22.1,313.0,10.7,10.6,46.0,78,29.4,81,17.1,0.0
2025-07-20 08:00:00,64.0,24.7,370.0,11.0,11.8,49.0,78,29.6,80,17.6,0.0
2025-07-20 09:00:00,73.6,26.9,348.0,9.9,13.2,55.0,78,29.9,79,18.0,0.0
2025-07-20 10:00:00,80.1,28.6,286.0,8.1,14.6,61.0,78,30.4,76,17.8,0.0
2025-07-20 11:00:00,79.2,28.5,238.0,6.9,15.8,66.0,78,30.8,73,16.2,0.0
2025-07-20 12:00:00,79.2,28.8,226.0,6.7,16.4,67.0,78,31.0,71,13.9,0.0
2025-07-20 13:00:00,80.3,29.2,228.0,6.9,16.8,67.0,78,31.3,70,14.0,0.0
2025-07-20 14:00:00,82.2,29.6,236.0,7.5,17.1,65.0,77,31.5,69,13.8,0.0
2025-07-20 15:00:00,82.7,29.6,251.0,8.2,17.6,62.0,77,31.4,70,15.8,0.3
2025-07-20 16:00:00,81.3,28.9,272.0,9.2,18.0,59.0,78,31.3,71,17.6,0.0
2025-07-20 17:00:00,78.5,28.5,291.0,11.5,19.8,55.0,78,30.9,73,17.1,0.0
2025-07-20 18:00:00,76.6,27.5,305.0,13.2,19.1,51.0,78,30.2,77,18.7,0.1
2025-07-20 19:00:00,72.4,26.5,317.0,15.6,18.0,45.0,78,29.9,80,17.4,0.0
2025-07-20 20:00:00,63.3,24.8,321.0,17.4,16.9,40.0,78,29.5,82,16.3,0.0
2025-07-20 21:00:00,57.4,24.4,316.0,18.4,15.9,38.0,78,29.3,83,14.0,0.0
2025-07-20 22:00:00,54.6,23.9,303.0,18.8,14.9,38.0,78,29.4,82,13.4,0.0
2025-07-20 23:00:00,53.1,23.8,281.0,18.4,13.9,39.0,78,29.7,82,13.0,0.0
2025-07-21 00:00:00,52.5,23.5,244.0,16.6,12.7,41.0,78,29.6,83,13.5,0.0
2025-07-21 01:00:00,52.4,23.0,198.0,13.9,11.4,44.0,78,29.4,84,12.8,0.0
2025-07-21 02:00:00,58.1,24.7,164.0,11.7,10.3,46.0,78,29.4,84,12.4,0.0
2025-07-21 03:00:00,52.7,23.3,146.0,10.4,9.4,46.0,78,29.4,82,13.4,0.0
2025-07-21 04:00:00,48.3,21.7,141.0,9.5,8.6,45.0,79,29.3,82,14.0,0.3
2025-07-21 05:00:00,45.8,20.8,157.0,11.7,9.2,39.0,79,29.1,84,12.7,1.4
2025-07-21 06:00:00,46.8,21.5,215.0,13.0,11.0,40.0,79,29.1,85,11.8,0.6
2025-07-21 07:00:00,50.8,23.7,293.0,14.6,13.6,41.0,79,29.0,86,12.6,0.4
2025-07-21 08:00:00,59.4,25.0,341.0,15.1,15.7,44.0,79,29.3,85,14.6,0.2
2025-07-21 09:00:00,63.1,25.7,326.0,13.5,16.9,51.0,79,29.5,83,16.1,0.3
2025-07-21 10:00:00,69.2,28.9,280.0,10.8,17.7,60.0,79,29.9,80,16.3,0.4
2025-07-21 11:00:00,73.6,29.8,246.0,8.5,18.0,68.0,79,30.5,78,16.2,0.4
2025-07-21 12:00:00,78.9,31.7,240.0,6.9,17.6,74.0,79,30.9,75,16.8,0.0
2025-07-21 13:00:00,85.4,34.3,245.0,5.6,16.7,79.0,79,31.2,74,16.4,0.0
2025-07-21 14:00:00,83.4,33.1,255.0,5.0,16.0,82.0,80,31.3,72,17.5,0.0
2025-07-21 15:00:00,81.3,32.6,268.0,5.1,15.8,81.0,80,31.2,72,18.7,0.0
2025-07-21 16:00:00,79.4,31.5,284.0,6.0,15.7,78.0,80,30.8,74,18.1,0.0
2025-07-21 17:00:00,97.8,37.3,300.0,8.3,17.5,82.0,81,31.3,71,20.0,0.0
2025-07-21 18:00:00,95.0,36.1,313.0,13.4,17.3,69.0,81,30.8,73,19.7,0.0
2025-07-21 19:00:00,86.4,33.9,325.0,20.3,17.0,52.0,82,30.3,76,18.2,0.0
2025-07-21 20:00:00,71.0,32.0,334.0,25.2,16.4,39.0,83,30.0,78,17.6,0.0
2025-07-21 21:00:00,66.8,30.9,344.0,26.2,15.5,34.0,84,29.7,79,17.3,0.0
2025-07-21 22:00:00,64.5,30.4,350.0,25.1,14.3,34.0,84,29.5,81,16.9,0.0
2025-07-21 23:00:00,62.4,30.0,337.0,23.2,13.1,35.0,85,29.9,81,12.1,0.0
2025-07-22 00:00:00,60.5,29.1,286.0,20.3,11.8,37.0,85,29.8,82,11.3,0.0
2025-07-22 01:00:00,58.0,27.8,216.0,16.6,10.4,40.0,86,29.7,82,11.2,0.0
2025-07-22 02:00:00,55.5,26.6,164.0,13.6,9.4,43.0,86,29.5,83,12.3,0.0
2025-07-22 03:00:00,53.2,25.4,142.0,11.9,8.8,43.0,86,29.4,83,13.3,0.0
2025-07-22 04:00:00,50.1,24.3,138.0,10.8,8.5,43.0,87,29.4,83,13.6,0.0
2025-07-22 05:00:00,49.2,23.7,152.0,10.1,8.8,44.0,87,29.6,81,12.6,0.0
2025-07-22 06:00:00,49.2,23.5,199.0,10.4,10.2,45.0,87,29.5,82,13.4,0.0
2025-07-22 07:00:00,55.5,24.8,264.0,10.8,12.2,48.0,87,29.7,81,14.5,0.0
2025-07-22 08:00:00,57.9,24.7,304.0,10.5,13.8,52.0,87,30.1,78,17.4,0.0
2025-07-22 09:00:00,65.0,25.8,293.0,8.8,14.6,60.0,87,30.5,76,18.7,0.0
2025-07-22 10:00:00,72.4,28.1,257.0,6.5,14.9,71.0,87,30.8,76,19.8,0.0
2025-07-22 11:00:00,85.7,32.4,228.0,4.7,14.9,79.0,87,31.4,72,19.1,0.0
2025-07-22 12:00:00,78.9,30.2,219.0,3.9,14.3,83.0,87,31.7,71,20.0,0.0
2025-07-22 13:00:00,75.2,28.8,217.0,3.7,13.3,84.0,87,31.8,70,20.8,0.0
