time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation
2025-07-22 14:00:00,82.0,30.5,222.0,3.9,12.5,83.0,87,31.9,69,22.6,0.0
2025-07-22 15:00:00,72.9,27.5,239.0,4.4,12.1,79.0,87,31.9,68,23.1,0.0
2025-07-22 16:00:00,73.3,27.4,263.0,5.2,11.8,71.0,86,31.7,68,23.8,0.0
2025-07-22 17:00:00,86.4,31.2,278.0,6.9,13.7,72.0,86,31.5,70,23.2,0.0
2025-07-22 18:00:00,82.7,30.0,275.0,10.8,13.4,62.0,85,31.0,72,24.0,0.0
2025-07-22 19:00:00,78.9,29.3,263.0,16.1,13.0,49.0,85,30.5,75,23.7,0.0
2025-07-22 20:00:00,67.5,28.6,251.0,19.2,12.4,40.0,84,30.1,77,23.2,0.0
2025-07-22 21:00:00,65.4,28.2,243.0,18.4,11.4,39.0,84,29.8,78,23.2,0.0
2025-07-22 22:00:00,60.1,26.4,235.0,15.4,10.1,43.0,84,29.7,79,22.5,0.0
2025-07-22 23:00:00,55.8,24.6,221.0,12.5,8.9,46.0,83,30.1,78,20.3,0.0
2025-07-23 00:00:00,51.2,22.7,195.0,10.2,7.9,48.0,83,29.9,79,21.3,0.0
2025-07-23 01:00:00,49.2,21.5,163.0,8.0,6.9,51.0,82,29.6,80,22.6,0.0
2025-07-23 02:00:00,48.8,21.0,140.0,6.3,6.3,53.0,82,29.5,80,23.5,0.0
2025-07-23 03:00:00,48.4,20.6,128.0,5.3,6.0,54.0,81,29.5,77,22.4,0.0
2025-07-23 04:00:00,48.1,20.1,126.0,4.7,6.0,55.0,81,29.3,78,21.9,0.0
2025-07-23 05:00:00,50.8,21.0,139.0,4.7,6.3,55.0,80,29.3,78,22.1,0.0
2025-07-23 06:00:00,51.2,20.9,184.0,6.0,7.1,55.0,80,29.3,79,21.9,0.0
2025-07-23 07:00:00,57.4,22.5,245.0,7.7,8.3,54.0,80,29.5,78,22.6,0.0
2025-07-23 08:00:00,65.0,24.3,284.0,8.5,9.3,56.0,80,30.0,76,24.3,0.0
2025-07-23 09:00:00,69.8,25.4,277.0,7.6,10.0,61.0,80,30.2,75,27.4,0.0
2025-07-23 10:00:00,73.6,26.4,247.0,5.9,10.6,68.0,80,30.5,74,27.3,0.0
2025-07-23 11:00:00,72.9,26.1,224.0,4.5,10.9,73.0,80,31.1,72,26.0,0.0
2025-07-23 12:00:00,73.1,26.1,218.0,3.9,10.7,75.0,79,31.5,70,26.6,0.0
2025-07-23 13:00:00,76.1,26.7,219.0,3.6,10.2,75.0,79,31.6,70,26.7,0.0
2025-07-23 14:00:00,74.7,26.8,225.0,3.7,9.8,74.0,78,31.6,70,27.2,0.0
2025-07-23 15:00:00,74.5,26.9,239.0,4.1,9.7,71.0,78,31.3,72,27.8,0.0
2025-07-23 16:00:00,69.2,25.6,259.0,4.9,9.6,66.0,78,31.1,72,27.4,0.0
2025-07-23 17:00:00,67.3,25.0,272.0,6.8,10.1,62.0,78,30.8,74,25.7,0.0
2025-07-23 18:00:00,65.4,24.6,274.0,10.3,10.1,56.0,77,30.2,76,24.4,0.0
2025-07-23 19:00:00,54.1,23.6,269.0,15.2,10.2,48.0,77,29.7,76,22.4,0.0
2025-07-23 20:00:00,53.2,24.0,262.0,18.1,10.1,42.0,76,29.5,77,20.6,0.0
2025-07-23 21:00:00,53.3,24.0,255.0,17.5,9.8,42.0,76,29.5,77,19.7,0.0
2025-07-23 22:00:00,48.9,22.5,246.0,15.1,9.4,44.0,76,29.5,78,19.6,0.0
2025-07-23 23:00:00,47.7,21.5,231.0,12.7,8.8,47.0,75,29.8,77,20.7,0.0
2025-07-24 00:00:00,46.3,20.7,206.0,10.7,8.0,49.0,75,29.6,79,21.0,0.0
2025-07-24 01:00:00,43.7,19.6,176.0,8.7,7.0,51.0,75,29.3,81,20.6,0.0
2025-07-24 02:00:00,42.8,19.0,154.0,7.1,6.4,52.0,75,28.9,83,20.8,0.0
2025-07-24 03:00:00,43.3,19.0,140.0,6.1,6.2,53.0,74,28.8,83,21.5,0.0
2025-07-24 04:00:00,45.8,19.6,134.0,5.6,6.3,53.0,74,28.7,83,21.6,0.0
2025-07-24 05:00:00,40.7,19.0,148.0,5.9,6.2,52.0,74,28.8,81,21.1,0.0
2025-07-24 06:00:00,44.6,19.9,202.0,7.3,7.4,52.0,74,28.9,78,19.7,0.0
2025-07-24 07:00:00,50.4,21.9,275.0,9.1,9.1,52.0,74,29.2,76,18.6,0.0
2025-07-24 08:00:00,60.8,24.2,320.0,9.9,10.5,55.0,74,29.8,74,19.3,0.0
2025-07-24 09:00:00,68.2,25.8,308.0,8.6,11.4,62.0,74,30.5,71,20.0,0.0
2025-07-24 10:00:00,75.0,28.1,267.0,6.2,12.0,72.0,74,30.9,70,21.3,0.0
2025-07-24 11:00:00,83.4,30.9,235.0,4.3,12.4,80.0,74,31.1,71,22.9,0.0
2025-07-24 12:00:00,85.2,32.0,224.0,3.6,12.5,84.0,75,31.1,72,22.7,0.0
2025-07-24 13:00:00,82.9,31.2,222.0,3.5,12.3,86.0,75,31.6,69,22.7,0.0
2025-07-24 14:00:00,81.0,31.0,228.0,3.7,12.2,86.0,75,31.8,68,22.0,0.0
2025-07-24 15:00:00,82.2,31.1,245.0,3.9,12.2,82.0,76,31.7,69,21.9,0.0
2025-07-24 16:00:00,79.6,30.4,270.0,4.6,12.3,76.0,76,31.4,70,21.8,0.0
2025-07-24 17:00:00,85.7,32.7,291.0,6.4,13.7,76.0,77,31.1,71,20.7,0.0
2025-07-24 18:00:00,78.0,30.0,306.0,9.7,13.7,67.0,77,30.7,71,19.9,0.0
2025-07-24 19:00:00,71.2,28.3,318.0,14.3,13.7,54.0,78,30.4,73,19.5,0.0
2025-07-24 20:00:00,66.8,28.3,323.0,17.9,13.5,44.0,78,30.1,75,18.0,0.0
2025-07-24 21:00:00,57.0,27.0,320.0,19.8,13.2,40.0,79,30.0,78,16.6,0.0
2025-07-24 22:00:00,55.1,26.1,309.0,20.7,12.8,39.0,79,29.9,78,15.8,0.0
2025-07-24 23:00:00,53.0,25.5,290.0,20.5,12.1,39.0,79,30.0,79,15.4,0.0
2025-07-25 00:00:00,51.2,24.6,257.0,18.5,11.0,41.0,80,29.7,81,15.3,0.0
2025-07-25 01:00:00,48.1,23.3,215.0,15.4,9.6,43.0,80,29.4,81,14.9,0.0
2025-07-25 02:00:00,44.9,21.9,183.0,12.6,8.5,46.0,80,29.3,82,14.2,0.0
2025-07-25 03:00:00,42.3,20.7,162.0,10.6,7.9,48.0,80,29.2,82,13.7,0.0
2025-07-25 04:00:00,40.6,19.8,151.0,8.9,7.6,49.0,81,29.1,83,13.7,0.0
2025-07-25 05:00:00,40.4,19.6,163.0,8.9,8.0,50.0,81,29.0,83,15.0,0.0
2025-07-25 06:00:00,41.6,19.7,221.0,9.9,9.3,50.0,81,28.9,83,15.3,0.0
2025-07-25 07:00:00,50.1,21.4,302.0,11.2,11.1,51.0,81,29.1,81,15.1,0.0
2025-07-25 08:00:00,55.1,22.4,349.0,11.5,12.8,55.0,81,29.7,77,16.6,0.0
2025-07-25 09:00:00,61.2,23.2,329.0,9.8,14.2,65.0,80,30.3,74,17.4,0.0
2025-07-25 10:00:00,69.2,25.0,275.0,7.2,15.4,77.0,80,30.9,72,17.9,0.0
2025-07-25 11:00:00,74.5,26.1,235.0,5.2,16.0,86.0,80,31.5,68,17.7,0.0
2025-07-25 12:00:00,77.1,26.4,228.0,4.5,15.5,88.0,80,32.0,66,18.6,0.0
2025-07-25 13:00:00,78.7,26.3,235.0,4.4,14.4,85.0,79,32.1,66,20.0,0.0
2025-07-25 14:00:00,79.9,26.0,246.0,4.6,13.4,82.0,79,32.2,66,20.7,0.0
2025-07-25 15:00:00,82.7,26.5,260.0,5.1,12.8,78.0,78,32.2,66,21.9,0.0
2025-07-25 16:00:00,82.0,25.6,277.0,5.8,12.3,72.0,78,31.6,69,22.7,0.0
2025-07-25 17:00:00,98.0,29.5,287.0,6.3,13.1,71.0,77,31.2,71,20.4,0.0
2025-07-25 18:00:00,94.5,28.1,284.0,9.3,13.0,64.0,77,30.6,73,20.1,0.0
2025-07-25 19:00:00,90.3,27.1,274.0,13.3,12.8,55.0,77,30.1,75,19.0,0.0
2025-07-25 20:00:00,74.3,25.6,266.0,16.1,12.4,48.0,77,29.9,77,16.4,0.0
2025-07-25 21:00:00,67.3,25.2,266.0,16.6,11.8,47.0,77,29.9,77,17.1,0.0
2025-07-25 22:00:00,63.3,24.8,267.0,16.0,10.9,48.0,76,29.7,78,19.9,0.0
2025-07-25 23:00:00,57.3,23.7,259.0,14.8,10.1,50.0,76,29.5,81,17.4,0.0
2025-07-26 00:00:00,54.1,22.8,232.0,13.1,9.2,51.0,76,29.4,82,15.8,0.0
2025-07-26 01:00:00,58.3,23.6,196.0,11.0,8.3,53.0,76,29.3,81,15.3,0.0
2025-07-26 02:00:00,54.7,22.5,169.0,9.3,7.8,54.0,76,29.4,80,16.1,0.0
2025-07-26 03:00:00,51.9,21.7,153.0,8.2,7.7,54.0,76,29.1,81,18.3,0.0
2025-07-26 04:00:00,51.7,21.4,145.0,7.6,7.9,54.0,76,28.9,83,20.8,0.0
2025-07-26 05:00:00,50.6,20.9,159.0,7.5,8.3,56.0,76,29.0,81,18.4,0.0
2025-07-26 06:00:00,53.7,21.1,216.0,9.5,9.9,55.0,76,28.9,81,16.2,0.0
2025-07-26 07:00:00,61.7,22.9,293.0,12.2,12.1,55.0,76,29.0,80,15.0,0.0
2025-07-26 08:00:00,69.8,24.7,338.0,13.4,13.9,57.0,77,29.4,77,15.8,0.0
2025-07-26 09:00:00,79.6,26.4,316.0,11.9,14.9,64.0,77,30.2,73,16.0,0.0
2025-07-26 10:00:00,85.9,27.8,262.0,8.9,15.5,73.0,77,31.2,67,18.4,0.0
2025-07-26 11:00:00,89.4,28.8,220.0,6.4,15.5,81.0,77,31.7,67,21.3,0.0
2025-07-26 12:00:00,91.7,29.9,210.0,4.9,14.6,87.0,78,31.8,68,24.1,0.0
2025-07-26 13:00:00,87.1,29.2,213.0,3.9,13.2,91.0,78,31.8,69,24.5,0.0
2025-07-26 14:00:00,86.1,28.8,221.0,3.5,12.1,92.0,78,32.2,66,24.8,0.0
2025-07-26 15:00:00,81.7,27.6,234.0,3.9,11.5,87.0,78,32.0,67,27.2,0.0
2025-07-26 16:00:00,75.9,25.8,251.0,5.0,11.2,78.0,79,31.4,70,27.7,0.0
2025-07-26 17:00:00,92.0,30.9,264.0,6.1,11.3,72.0,79,30.6,72,25.8,0.0
2025-07-26 18:00:00,88.0,30.2,269.0,8.7,11.5,66.0,79,30.2,73,24.0,0.0
2025-07-26 19:00:00,83.6,29.7,269.0,12.2,11.7,57.0,79,29.7,74,22.4,0.0
2025-07-26 20:00:00,75.4,29.3,264.0,14.7,11.8,51.0,79,29.6,75,20.4,0.0
2025-07-26 21:00:00,71.7,29.0,252.0,15.5,11.6,49.0,79,29.4,77,21.6,0.0
2025-07-26 22:00:00,71.2,29.1,235.0,15.2,11.3,49.0,80,29.1,79,20.5,0.0
2025-07-26 23:00:00,71.9,29.3,216.0,14.5,10.9,50.0,80,29.4,79,17.9,0.0
2025-07-27 00:00:00,72.9,29.3,193.0,13.1,10.2,51.0,81,29.2,79,19.5,0.0
2025-07-27 01:00:00,98.0,36.7,168.0,11.3,9.4,52.0,81,28.8,82,20.5,0.0
2025-07-27 02:00:00,75.9,30.6,152.0,9.6,8.8,54.0,82,28.6,83,19.6,0.0
2025-07-27 03:00:00,72.6,29.4,146.0,8.2,8.3,55.0,83,28.6,82,17.8,0.0
2025-07-27 04:00:00,68.0,27.6,149.0,7.1,8.0,57.0,84,28.7,82,18.7,0.0
2025-07-27 05:00:00,49.2,21.0,164.0,5.0,7.2,62.0,84,28.9,81,17.3,0.0
2025-07-27 06:00:00,53.0,21.7,204.0,7.0,8.5,61.0,84,28.8,82,18.3,0.0
2025-07-27 07:00:00,62.2,23.4,256.0,9.7,10.3,59.0,84,28.9,80,18.4,0.0
2025-07-27 08:00:00,63.8,23.9,286.0,11.2,11.8,60.0,84,29.4,78,19.1,0.0
2025-07-27 09:00:00,67.3,24.3,273.0,10.2,12.9,65.0,84,30.2,73,20.6,0.0
2025-07-27 10:00:00,65.9,23.8,238.0,7.9,13.6,72.0,84,30.7,71,22.2,0.0
2025-07-27 11:00:00,68.2,24.2,212.0,6.0,13.9,78.0,84,31.4,69,21.9,0.0
2025-07-27 12:00:00,68.0,24.3,206.0,4.8,13.3,82.0,83,31.6,68,23.9,0.0
2025-07-27 13:00:00,68.0,24.6,209.0,3.8,12.1,85.0,83,31.6,69,25.3,0.0
2025-07-27 14:00:00,69.2,24.8,217.0,3.7,11.3,85.0,82,31.4,70,26.4,0.0
2025-07-27 15:00:00,66.6,24.3,233.0,4.8,11.3,80.0,82,31.0,72,26.7,0.0
2025-07-27 16:00:00,65.7,23.8,254.0,6.6,11.6,72.0,82,30.5,73,25.0,0.0
2025-07-27 17:00:00,69.6,26.5,268.0,7.1,12.9,72.0,82,30.0,75,23.6,0.0
2025-07-27 18:00:00,71.7,26.9,270.0,9.2,13.0,66.0,81,29.7,76,22.0,0.0
2025-07-27 19:00:00,78.0,29.3,265.0,12.2,13.1,58.0,81,29.2,79,22.9,0.0
2025-07-27 20:00:00,68.5,27.2,258.0,14.6,13.1,52.0,81,28.8,79,21.6,0.0
2025-07-27 21:00:00,63.6,26.8,253.0,16.1,12.9,48.0,81,28.9,77,20.2,0.0
2025-07-27 22:00:00,63.8,27.4,245.0,17.1,12.5,46.0,81,28.9,78,19.7,0.0
2025-07-27 23:00:00,61.0,26.1,232.0,16.8,11.9,46.0,80,29.3,82,16.1,0.0
2025-07-28 00:00:00,58.8,24.3,207.0,14.5,11.0,48.0,80,29.1,82,16.3,0.0
2025-07-28 01:00:00,56.6,22.8,176.0,11.1,9.9,52.0,80,29.0,83,16.1,0.0
2025-07-28 02:00:00,64.5,24.3,152.0,8.3,9.0,55.0,78,28.9,83,15.7,0.0
2025-07-28 03:00:00,58.1,21.5,136.0,6.6,8.4,57.0,78,28.8,83,16.9,0.0
2025-07-28 04:00:00,56.8,20.2,128.0,5.6,7.9,58.0,77,28.6,84,18.6,0.0
2025-07-28 05:00:00,52.5,18.6,137.0,5.6,7.7,58.0,77,28.8,82,21.2,0.0
2025-07-28 06:00:00,68.0,21.3,180.0,6.9,8.3,57.0,76,28.8,83,21.2,0.0
2025-07-28 07:00:00,70.8,19.8,241.0,8.7,9.2,57.0,76,28.9,82,23.1,0.0
2025-07-28 08:00:00,68.0,20.0,277.0,9.5,10.0,58.0,76,29.1,81,25.2,0.0
2025-07-28 09:00:00,70.5,20.4,264.0,8.3,10.6,63.0,76,29.5,79,24.9,0.0
2025-07-28 10:00:00,75.0,21.9,226.0,6.1,11.2,70.0,75,30.0,76,27.5,0.0
2025-07-28 11:00:00,75.9,22.4,199.0,4.4,11.4,76.0,75,30.6,72,25.3,0.0
2025-07-28 12:00:00,74.0,22.5,194.0,3.6,11.1,79.0,75,31.1,69,26.3,0.0
2025-07-28 13:00:00,73.1,22.9,200.0,3.3,10.5,80.0,75,31.5,67,27.4,0.0
2025-07-28 14:00:00,72.2,23.1,211.0,3.4,9.9,79.0,75,31.5,68,27.7,0.0
2025-07-28 15:00:00,72.6,23.0,231.0,4.0,9.6,75.0,74,31.4,69,27.7,0.0
2025-07-28 16:00:00,71.5,22.2,258.0,5.1,9.3,69.0,74,31.3,69,27.5,0.0
2025-07-28 17:00:00,79.4,24.3,275.0,6.3,10.1,64.0,74,30.8,73,24.8,0.0
2025-07-28 18:00:00,79.6,24.4,276.0,8.2,10.0,60.0,74,30.3,75,23.6,0.0
2025-07-28 19:00:00,75.7,23.8,269.0,10.9,9.9,53.0,74,29.9,76,23.0,0.0
2025-07-28 20:00:00,71.9,23.5,260.0,12.7,9.8,49.0,73,29.6,79,21.6,0.0
2025-07-28 21:00:00,69.2,23.7,256.0,13.2,9.8,48.0,73,29.4,80,19.5,0.0
2025-07-28 22:00:00,66.6,23.5,250.0,12.9,9.7,49.0,73,29.2,81,19.5,0.0
2025-07-28 23:00:00,63.8,23.0,237.0,12.0,9.5,50.0,72,29.2,83,18.5,0.0
2025-07-29 00:00:00,62.2,22.7,207.0,10.4,8.9,51.0,72,29.2,83,20.2,0.0
2025-07-29 01:00:00,57.6,21.1,170.0,8.2,8.0,53.0,72,29.0,83,21.8,0.0
2025-07-29 02:00:00,53.4,19.5,141.0,6.4,7.3,55.0,72,28.8,84,20.8,0.0
2025-07-29 03:00:00,49.7,18.0,124.0,5.3,6.8,56.0,71,28.8,84,21.5,0.0
2025-07-29 04:00:00,46.6,17.1,116.0,4.5,6.4,57.0,71,28.8,84,22.8,0.0
2025-07-29 05:00:00,47.0,17.0,125.0,4.7,6.5,57.0,71,28.8,85,22.2,0.0
2025-07-29 06:00:00,45.9,16.8,166.0,5.9,7.1,56.0,71,28.7,86,23.3,0.0
2025-07-29 07:00:00,49.1,17.9,223.0,7.5,7.8,55.0,70,28.7,86,23.3,0.0
2025-07-29 08:00:00,54.2,19.6,257.0,8.3,8.5,56.0,70,29.1,82,25.2,0.0
2025-07-29 09:00:00,60.1,21.0,245.0,7.4,9.0,60.0,70,29.8,79,27.3,0.0
2025-07-29 10:00:00,61.2,21.7,211.0,5.6,9.4,65.0,70,30.3,76,29.3,0.0
2025-07-29 11:00:00,59.8,21.7,185.0,4.2,9.5,69.0,70,30.5,75,27.3,0.0
2025-07-29 12:00:00,60.1,22.0,180.0,3.4,9.1,72.0,70,30.9,72,28.0,0.0
2025-07-29 13:00:00,58.2,21.4,183.0,2.9,8.5,74.0,70,31.1,72,28.9,0.0
2025-07-29 14:00:00,58.0,20.8,191.0,2.9,8.1,74.0,70,31.3,71,29.4,0.0
2025-07-29 15:00:00,58.6,20.7,205.0,3.3,8.2,72.0,70,31.0,72,29.0,0.0
2025-07-29 16:00:00,56.1,19.8,225.0,4.1,8.4,68.0,69,30.8,73,28.8,0.0
2025-07-29 17:00:00,61.0,21.8,239.0,5.4,9.1,65.0,69,30.7,74,28.1,0.0
2025-07-29 18:00:00,54.0,20.4,245.0,7.9,8.9,60.0,69,30.2,76,27.4,0.0
2025-07-29 19:00:00,49.9,20.2,246.0,11.3,8.7,54.0,69,29.7,78,24.7,0.0
2025-07-29 20:00:00,43.9,19.7,245.0,13.6,8.6,49.0,68,29.4,80,23.6,0.0
2025-07-29 21:00:00,46.0,20.9,246.0,13.9,8.9,48.0,68,29.2,80,22.7,0.0
2025-07-29 22:00:00,53.9,23.9,244.0,13.1,9.4,49.0,68,29.2,80,22.5,0.0
2025-07-29 23:00:00,48.8,22.4,234.0,12.0,9.6,50.0,68,29.2,82,18.7,0.0
